"","Name","Frequency"
"1252","JIBRIL",6
"1253","JOE",6
"1254","JUJHAR",6
"1255","KAAN",6
"1256","KAEL",6
"1257","KAINE",6
"1258","KAIRO",6
"1259","KAITO",6
"1260","KAIUS",6
"1261","KALVIN",6
"1262","KARAN",6
"1263","KARSEN",6
"1264","KEANU",6
"1265","KEN",6
"1266","KENT",6
"1267","KEYAAN",6
"1268","KEYAN",6
"1269","KIMI",6
"1270","KOA",6
"1271","KORBIN",6
"1272","KRISHIV",6
"1273","KYAN",6
"1274","LAYNE",6
"1275","LAYTON",6
"1276","LAZAR",6
"1277","LESTER",6
"1278","LOGEN",6
"1279","LOUKA",6
"1280","LYLE",6
"1281","MAISON",6
"1282","MAKSYM",6
"1283","MANVEER",6
"1284","MARLEY",6
"1285","MATÍAS",6
"1286","MAVRICK",6
"1287","MAXSON",6
"1288","MAYSON",6
"1289","MEHDI",6
"1290","MINH",6
"1291","MOHSIN",6
"1292","MOUSA",6
"1293","NAKSH",6
"1294","NIHAAL",6
"1295","NIKITA",6
"1296","OJAS",6
"1297","OLLIE",6
"1298","ONYX",6
"1299","OSMAN",6
"1300","PABLO",6
"1301","PARSA",6
"1302","RAHEEM",6
"1303","RALPH",6
"1304","RAMI",6
"1305","RANVIR",6
"1306","REN",6
"1307","ROAN",6
"1308","RODERICK",6
"1309","RODNEY",6
"1310","RODRIGO",6
"1311","RON",6
"1312","SAEED",6
"1313","SAFWAN",6
"1314","SASHA",6
"1315","SELIM",6
"1316","SHAYNE",6
"1317","SHELDON",6
"1318","SHIVAM",6
"1319","SIDDHARTH",6
"1320","SIMEON",6
"1321","SLATER",6
"1322","STEVE",6
"1323","SUTTON",6
"1324","TALON",6
"1325","TEEGAN",6
"1326","TENNYSON",6
"1327","TERENCE",6
"1328","TERRY",6
"1329","THADDEUS",6
"1330","TRACE",6
"1331","TRISTIN",6
"1332","WES",6
"1333","WILHELM",6
"1334","WREN",6
"1335","WYLDER",6
"1336","YUG",6
"1337","ZACH",6
"1338","ZAHIR",6
"1339","ZAK",6
"1340","ZAKAI",6
"1341","ZAKI",6
"1342","ZEPHYR",6
"1343","ZIYAD",6
"1344","ZUBAIR",6
